No	Mchn	EnNo		Name		Mode	IOMd	DateTime	
14593	1	00059030	          	33	0	2018/01/20  07:14:34
14594	1	00059030	          	33	0	2018/01/20  07:14:36
14595	1	00060001	          	33	0	2018/01/20  07:40:58
14596	1	00060001	          	33	0	2018/01/20  07:41:01
14597	1	00059018	          	33	0	2018/01/20  07:41:07
14598	1	00059018	          	33	0	2018/01/20  07:41:09
14599	1	00060003	          	33	0	2018/01/20  07:43:33
14600	1	00060002	          	33	0	2018/01/20  07:43:46
14601	1	00060002	          	33	0	2018/01/20  07:43:48
14602	1	00060002	          	33	0	2018/01/20  07:44:38
14603	1	00059017	          	33	0	2018/01/20  07:45:15
14604	1	00059017	          	33	0	2018/01/20  07:45:17
14605	1	00059017	          	33	0	2018/01/20  07:45:18
14606	1	00059024	          	33	0	2018/01/20  07:51:21
14607	1	00059024	          	33	0	2018/01/20  07:51:23
14608	1	00059021	          	33	0	2018/01/20  07:58:46
14609	1	00059020	          	33	0	2018/01/20  08:00:08
14610	1	00059021	          	33	0	2018/01/20  17:00:03
14611	1	00059020	          	33	0	2018/01/20  17:00:07
14612	1	00059017	          	33	0	2018/01/20  17:00:10
14613	1	00059017	          	33	0	2018/01/20  17:00:11
14614	1	00059017	          	33	0	2018/01/20  17:00:13
14615	1	00059024	          	33	0	2018/01/20  17:00:16
14616	1	00059024	          	33	0	2018/01/20  17:00:25
14617	1	00060002	          	33	0	2018/01/20  17:00:29
14618	1	00059030	          	33	0	2018/01/20  17:00:31
14619	1	00059030	          	33	0	2018/01/20  17:00:34
14620	1	00060003	          	33	0	2018/01/20  19:30:41
14621	1	00060003	          	33	0	2018/01/20  19:32:35
14622	1	00059018	          	33	0	2018/01/20  19:36:37
14623	1	00059018	          	33	0	2018/01/20  19:36:39
14624	1	00060001	          	33	0	2018/01/20  19:41:21
14625	1	00060001	          	33	0	2018/01/20  19:41:23
14626	1	00060001	          	33	0	2018/01/21  05:21:17
14627	1	00060003	          	33	0	2018/01/21  05:21:52
14628	1	00060003	          	33	0	2018/01/21  05:22:13
14629	1	00059018	          	33	0	2018/01/21  05:24:49
14630	1	00059018	          	33	0	2018/01/21  05:24:51
14631	1	00059030	          	33	0	2018/01/22  07:17:21
14632	1	00059030	          	33	0	2018/01/22  07:17:23
14633	1	00059017	          	33	0	2018/01/22  07:43:02
14634	1	00059017	          	33	0	2018/01/22  07:43:03
14635	1	00059017	          	33	0	2018/01/22  07:43:04
14636	1	00059021	          	33	0	2018/01/22  07:50:20
14637	1	00059021	          	33	0	2018/01/22  07:50:22
14638	1	00059029	          	33	0	2018/01/22  07:54:25
14639	1	00059029	          	33	0	2018/01/22  07:54:28
14640	1	00059014	          	33	0	2018/01/22  07:54:33
14641	1	00059024	          	33	0	2018/01/22  08:00:05
14642	1	00059024	          	33	0	2018/01/22  08:00:11
14643	1	00060003	          	33	0	2018/01/22  08:11:00
14644	1	00060003	          	33	0	2018/01/22  17:01:08
14645	1	00060003	          	33	0	2018/01/22  17:01:13
14646	1	00059014	          	33	0	2018/01/22  17:19:31
14647	1	00059020	          	33	0	2018/01/22  19:40:42
14648	1	00059020	          	33	0	2018/01/22  19:42:28
14649	1	00059018	          	33	0	2018/01/22  19:48:38
14650	1	00059018	          	33	0	2018/01/22  19:48:41
14651	1	00059029	          	33	0	2018/01/22  19:50:11
14652	1	00059029	          	33	0	2018/01/22  19:50:14
14653	1	00060002	          	33	0	2018/01/22  19:56:15
14654	1	00060002	          	33	0	2018/01/22  19:56:16
14655	1	00060002	          	33	0	2018/01/22  19:59:20
14656	1	00059021	          	33	0	2018/01/22  20:20:17
14657	1	00059030	          	33	0	2018/01/22  20:20:22
14658	1	00059030	          	33	0	2018/01/22  20:20:23
14659	1	00059017	          	33	0	2018/01/22  20:20:27
14660	1	00059017	          	33	0	2018/01/22  20:20:28
14661	1	00059017	          	33	0	2018/01/22  20:20:29
14662	1	00059030	          	33	0	2018/01/23  07:20:41
14663	1	00059030	          	33	0	2018/01/23  07:20:42
14664	1	00060001	          	33	0	2018/01/23  07:21:06
14665	1	00060001	          	33	0	2018/01/23  07:21:07
14666	1	00060001	          	33	0	2018/01/23  07:21:08
14667	1	00059014	          	33	0	2018/01/23  07:22:42
14668	1	00059017	          	33	0	2018/01/23  07:40:15
14669	1	00059017	          	33	0	2018/01/23  07:40:16
14670	1	00059020	          	33	0	2018/01/23  07:41:09
14671	1	00060002	          	33	0	2018/01/23  07:41:52
14672	1	00060002	          	33	0	2018/01/23  07:41:55
14673	1	00059017	          	33	0	2018/01/23  07:42:03
14674	1	00060002	          	33	0	2018/01/23  07:42:14
14675	1	00060002	          	33	0	2018/01/23  07:42:16
14676	1	00059024	          	33	0	2018/01/23  07:49:13
14677	1	00059024	          	33	0	2018/01/23  07:49:18
14678	1	00059029	          	33	0	2018/01/23  07:50:59
14679	1	00059029	          	33	0	2018/01/23  07:51:01
14680	1	00059021	          	33	0	2018/01/23  07:52:40
14681	1	00059021	          	33	0	2018/01/23  07:52:42
14682	1	00060003	          	33	0	2018/01/23  07:59:31
